month,numflights,flightmin,avgflight
1,171843,2727,63.01540154
2,286410,3670,78.04087193
3,294864,3911,75.3935055
4,217274,2849,76.26325026
5,149174,2207,67.59130041
6,322661,3920,82.31147959
7,397161,4612,86.11470078
8,414521,4602,90.07409822
9,132325,1822,72.62623491
10,75705,1253,60.41899441
11,152775,2000,60.41899441
12,390548,4659,76.3875
